source_address,lei,entity_name,lei_record_url,error
GARDEN ISLAND Credit Union,,,,no_match
UNITED SAVINGS Credit Union,,,,no_match
BRAINERD B. N. Credit Union,,,,no_match
PILLAR Credit Union,,,,no_match
NORTH IOWA COMMUNITY Credit Union,,,,no_match
ADVENTHEALTH Credit Union,,,,no_match
INGERSOLL-RAND Credit Union,,,,no_match
SOUND Credit Union,,,,no_match
METRO Credit Union,,,,no_match
CASCO Credit Union,,,,no_match
THINKWISE Credit Union,,,,no_match
PRESTIGE COMMUNITY Credit Union,,,,no_match
GUTHRIE COMMUNITY Credit Union,,,,no_match
SEA AIR Credit Union,,,,no_match
RIVER VALLEY Credit Union,,,,no_match
NORTHERN COMMUNITIES Credit Union,,,,no_match
LANDMARK Credit Union,,,,no_match
AUBURN COMMUNITY Credit Union,,,,no_match
POWERNET Credit Union,,,,no_match
A.A.E.C. Credit Union,,,,no_match
MUTUAL FIRST Credit Union,,,,no_match
WHITE RIVER Credit Union,,,,no_match
TWO HARBORS Credit Union,,,,no_match
SOUTHWEST OKLAHOMA Credit Union,,,,no_match
TOMAH AREA Credit Union,,,,no_match
RIVERVIEW Credit Union,,,,no_match
TRIANGLE Credit Union,,,,no_match
NORTH BAY Credit Union,,,,no_match
TACOMA LONGSHOREMEN Credit Union,,,,no_match
WHITE ROSE Credit Union,,,,no_match
RIVERWAYS Credit Union,,,,no_match
ESTACADO Credit Union,,,,no_match
NORTH STAR Credit Union,,,,no_match
DESERT RIVERS Credit Union,,,,no_match
CROW WING POWER Credit Union,,,,no_match
SMW 104 Credit Union,,,,no_match
VALLEY Credit Union,,,,no_match
FIRST MISSOURI Credit Union,,,,no_match
CLEAN ENERGY Credit Union,,,,no_match
NORTH GEORGIA Credit Union,,,,no_match
RICHLAND Credit Union,,,,no_match
IBEW & UNITED WORKERS Credit Union,,,,no_match
FERGUS Credit Union,,,,no_match
CENTEX CITIZENS Credit Union,,,,no_match
CREDIT UNION OF THE ROCKIES Credit Union,,,,no_match
HANCOCK Credit Union,,,,no_match
MEIJER Credit Union,,,,no_match
WEYCO COMMUNITY Credit Union,,,,no_match
LA LOMA Credit Union,,,,no_match
L G & W Credit Union,,,,no_match
SOUTHWEST 66 Credit Union,,,,no_match
FIRST EAGLE Credit Union,,,,no_match
MARQUETTE COMMUNITY Credit Union,,,,no_match
MEMBERS Credit Union,,,,no_match
DEEPWATER INDUSTRIES Credit Union,,,,no_match
PEOPLES ADVANTAGE Credit Union,,,,no_match
NORTHRIDGE COMMUNITY Credit Union,,,,no_match
KSW Credit Union,,,,no_match
RANCHO Credit Union,,,,no_match
MOBILE EDUCATORS Credit Union,,,,no_match
GRAND JUNCTION Credit Union,,,,no_match
ADVANCED FINANCIAL Credit Union,,,,no_match
GEAUGA Credit Union,,,,no_match
HAWAII Credit Union,,,,no_match
WICHITA FALLS TEACHERS Credit Union,,,,no_match
FIRST AMERICAN Credit Union,,,,no_match
LASSEN COUNTY Credit Union,,,,no_match
ONE CREDIT UNION OF NY Credit Union,,,,no_match
KAIPERM Credit Union,,,,no_match
ASCENSION Credit Union,,,,no_match
ONE COMMUNITY Credit Union,,,,no_match
MONEY ONE Credit Union,,,,no_match
TRUNORTHERN Credit Union,,,,no_match
KATAHDIN Credit Union,,,,no_match
MEMBERSOWN Credit Union,,,,no_match
MUSKOGEE Credit Union,,,,no_match
HERITAGE USA Credit Union,,,,no_match
TOTAL COMMUNITY Credit Union,,,,no_match
MEMBERSFIRST CT Credit Union,,,,no_match
SALT CITY Credit Union,,,,no_match
SANTA ANA Credit Union,,,,no_match
ONENEBRASKA Credit Union,,,,no_match
HIBBING COOPERATIVE Credit Union,,,,no_match
ADVANTAGE FINANCIAL Credit Union,,,,no_match
CONNECTS Credit Union,,,,no_match
POINT WEST Credit Union,,,,no_match
FORMATION Credit Union,,,,no_match
LAS COLINAS Credit Union,,,,no_match
ARCHER COOPERATIVE Credit Union,,,,no_match
THE LOCAL Credit Union,,,,no_match
STRAIT VIEW Credit Union,,,,no_match
PALCO FCU Credit Union,,,,no_match
ADVANTAGE Credit Union,,,,no_match
VUE COMMUNITY Credit Union,,,,no_match
WINTHROP AREA Credit Union,,,,no_match
U. S. EMPLOYEES Credit Union,,,,no_match
CONSUMERS Credit Union,,,,no_match
ROANOKE VALLEY COMMUNITY Credit Union,,,,no_match
MCBRYDE Credit Union,,,,no_match
SEAPORT Credit Union,,,,no_match
RAILROAD Credit Union,,,,no_match
CREDIT UNION OF DODGE CITY Credit Union,,,,no_match
SNO FALLS Credit Union,,,,no_match
GREAT LAKES FIRST Credit Union,,,,no_match
LUFTHANSA EMP. Credit Union,,,,no_match
CIVIC CENTRAL Credit Union,,,,no_match
TEXAS DPS Credit Union,,,,no_match
UNIVERSITY OF TOLEDO Credit Union,,,,no_match
LEATHERSTOCKING REGION Credit Union,,,,no_match
TAMPA POSTAL Credit Union,,,,no_match
STERLING UNITED Credit Union,,,,no_match
MARIN COUNTY Credit Union,,,,no_match
TENNESSEE MEMBERS 1ST Credit Union,,,,no_match
HOLLEY Credit Union,,,,no_match
CANNON Credit Union,,,,no_match
KO`OLAU Credit Union,,,,no_match
GREATER CHAUTAUQUA Credit Union,,,,no_match
CONNECT CREDIT UNION Credit Union,,,,no_match
I AM Credit Union,,,,no_match
COASTAL COMMUNITY Credit Union,,,,no_match
CONCHO EDUCATORS Credit Union,,,,no_match
CHEROKEE STRIP Credit Union,,,,no_match
NORTH CAROLINA COMMUNITY Credit Union,,,,no_match
WINDTHORST Credit Union,,,,no_match
ROUTE 31 Credit Union,,,,no_match
RIDGEDALE Credit Union,,,,no_match
FAIRFIELD Credit Union,,,,no_match
UNITY CATHOLIC Credit Union,,,,no_match
BROWARD HEALTHCARE Credit Union,,,,no_match
CROSSROADS FINANCIAL Credit Union,,,,no_match
FAMILY ADVANTAGE Credit Union,,,,no_match
INDIANHEAD Credit Union,,,,no_match
COMMUNITY CHOICE Credit Union,,,,no_match
EDINBURG TEACHERS Credit Union,,,,no_match
UPWARD Credit Union,,,,no_match
LAKE CHEM COMMUNITY Credit Union,,,,no_match
TRANSIT EMPLOYEES Credit Union,,,,no_match
SOUTH CAROLINA NATIONAL GUARD Credit Union,,,,no_match
AFENA Credit Union,,,,no_match
UNION YES Credit Union,,,,no_match
VA DESERT PACIFIC Credit Union,,,,no_match
FERGUSON Credit Union,,,,no_match
FIRST CLASS COMMUNITY Credit Union,,,,no_match
COUNTY SCHOOLS Credit Union,,,,no_match
ATHOL Credit Union,,,,no_match
DAKOTA PLAINS Credit Union,,,,no_match
LOWER COLUMBIA LONGSHOREMEN Credit Union,,,,no_match
SHERIDAN COMMUNITY Credit Union,,,,no_match
MEMBERS SOURCE Credit Union,,,,no_match
NORTHWOODS COMMUNITY Credit Union,,,,no_match
WASHINGTON COUNTY TEACHERS Credit Union,,,,no_match
SALEM VA MEDICAL CENTER Credit Union,,,,no_match
MEMBERS COMMUNITY Credit Union,,,,no_match
ZELLCO Credit Union,,,,no_match
WESLA Credit Union,,,,no_match
CROSSROADS COMMUNITY Credit Union,,,,no_match
GARDINER Credit Union,,,,no_match
BAY ATLANTIC Credit Union,,,,no_match
SUNSET SCIENCE PARK Credit Union,,,,no_match
JEFFERSON CREDIT UNION Credit Union,,,,no_match
WATERFRONT Credit Union,,,,no_match
MEMORIAL EMPLOYEES FINANCIAL Credit Union,,,,no_match
DAKOTA WEST Credit Union,,,,no_match
TRIBORO POSTAL Credit Union,,,,no_match
BAYLANDS FAMILY Credit Union,,,,no_match
FAMILY HORIZONS Credit Union,,,,no_match
THE STATE Credit Union,,,,no_match
KINGSPORT PRESS CU Credit Union,,,,no_match
MCKESSON & HEALTHCARE PROVIDERS Credit Union,,,,no_match
PRIMESOURCE Credit Union,,,,no_match
PEOPLES Credit Union,,,,no_match
SHELBY COUNTY Credit Union,,,,no_match
PORT WASHINGTON Credit Union,,,,no_match
CENTRAL JERSEY Credit Union,,,,no_match
CORNERSTONE COMMUNITY Credit Union,,,,no_match
DC Credit Union,,,,no_match
MARSHFIELD MEDICAL CENTER Credit Union,,,,no_match
MEMBERS CHOICE WV Credit Union,,,,no_match
VISION ONE Credit Union,,,,no_match
SMW FINANCIAL Credit Union,,,,no_match
ST. THOMAS Credit Union,,,,no_match
GOOD NEIGHBORS Credit Union,,,,no_match
WELLSPRING Credit Union,,,,no_match
TRAVERSE CATHOLIC Credit Union,,,,no_match
OWENSBORO Credit Union,,,,no_match
HONOLULU FIRE DEPARTMENT Credit Union,,,,no_match
TEXAS BRIDGE Credit Union,,,,no_match
FORRIT Credit Union,,,,no_match
AMERICO Credit Union,,,,no_match
EVANSVILLE Credit Union,,,,no_match
"GREATER KENTUCKY CU, INC. Credit Union",,,,no_match
EAGLE ONE Credit Union,,,,no_match
RADIUS Credit Union,,,,no_match
POSTAL & COMMUNITY Credit Union,,,,no_match
GOETZ Credit Union,,,,no_match
TORRINGTON MUNICIPAL AND TEACHERS Credit Union,,,,no_match
CURIS FINANCIAL Credit Union,,,,no_match
MEMORIAL Credit Union,,,,no_match
CITY Credit Union,,,,no_match
TECHNICOLOR Credit Union,,,,no_match
MY PENSACOLA Credit Union,,,,no_match
T M H Credit Union,,,,no_match
COMMON TRUST Credit Union,,,,no_match
SOUTHWEST FINANCIAL Credit Union,,,,no_match
SOUTHLAND Credit Union,,,,no_match
#N/A,,,,no_match
SANTEE COOPER CREDIT UNION Credit Union,,,,no_match
VOLT Credit Union,,,,no_match
BAYCEL Credit Union,,,,no_match
TAYLORVILLE COMMUNITY Credit Union,,,,no_match
ADIRONDACK REGIONAL Credit Union,,,,no_match
TAYLOR Credit Union,,,,no_match
SOUTH CENTRAL Credit Union,,,,no_match
TNCONNECT Credit Union,,,,no_match
FIRST EDUCATION Credit Union,,,,no_match
FOOTHILLS Credit Union,,,,no_match
UNION BUILDING TRADES Credit Union,,,,no_match
MULTI-STATES Credit Union,,,,no_match
NEW SOUTH CREDIT UNION Credit Union,,,,no_match
DANIELS-SHERIDAN Credit Union,,,,no_match
CREDIT UNION FOR ROBERTSON COUNTY Credit Union,,,,no_match
CALCOM Credit Union,,,,no_match
FORWARD FINANCIAL Credit Union,,,,no_match
FRONT ROYAL Credit Union,,,,no_match
CSD Credit Union,,,,no_match
UARK Credit Union,,,,no_match
SABATTUS REGIONAL Credit Union,,,,no_match
SUSQUEHANNA VALLEY Credit Union,,,,no_match
ANCORUM Credit Union,,,,no_match
BAYOU Credit Union,,,,no_match
PUBLIC SERVICE #3 Credit Union,,,,no_match
DOMINO Credit Union,,,,no_match
MID-KANSAS Credit Union,,,,no_match
IRVING CITY EMPLOYEES Credit Union,,,,no_match
LAKE HURON Credit Union,,,,no_match
JAMESTOWN AREA COMMUNITY Credit Union,,,,no_match
CAROLINA Credit Union,,,,no_match
GNC COMMUNITY Credit Union,,,,no_match
WEXFORD COMMUNITY Credit Union,,,,no_match
SHORE TO SHORE COMMUNITY Credit Union,,,,no_match
ELEMENT Credit Union,,,,no_match
SONOMA Credit Union,,,,no_match
WESTPORT Credit Union,,,,no_match
CREDIT UNION OF VERMONT Credit Union,,,,no_match
TIMBERLINE Credit Union,,,,no_match
CREDIT UNION OF ATLANTA Credit Union,,,,no_match
FICARE Credit Union,,,,no_match
KBR HERITAGE Credit Union,,,,no_match
EVERGREENDIRECT Credit Union,,,,no_match
POSTEL FAMILY Credit Union,,,,no_match
COVE Credit Union,,,,no_match
LAMPCO Credit Union,,,,no_match
WESTEDGE Credit Union,,,,no_match
CALIFORNIA COMMUNITY Credit Union,,,,no_match
MUSKEGON Credit Union,,,,no_match
OU Credit Union,,,,no_match
LIMESTONE FINANCIAL Credit Union,,,,no_match
FIRST CHOICE Credit Union,,,,no_match
BATON ROUGE FIRE DEPARTMENT Credit Union,,,,no_match
KAHULUI Credit Union,,,,no_match
FREESTAR FINANCIAL Credit Union,,,,no_match
COLUMBINE Credit Union,,,,no_match
BAY CITIES Credit Union,,,,no_match
GREATER METRO Credit Union,,,,no_match
SM Credit Union,,,,no_match
GREAT MEADOW Credit Union,,,,no_match
CAL STATE L.A. Credit Union,,,,no_match
FANNIN Credit Union,,,,no_match
EATON FAMILY Credit Union,,,,no_match
SOUTHERN Credit Union,,,,no_match
DIAMOND LAKES Credit Union,,,,no_match
EASTMILL Credit Union,,,,no_match
KEMBA ROANOKE Credit Union,,,,no_match
ENBRIGHT Credit Union,,,,no_match
TEXAN SKY Credit Union,,,,no_match
CAMC Credit Union,,,,no_match
FEDFINANCIAL Credit Union,,,,no_match
HAWAII SCHOOLS Credit Union,,,,no_match
NASHVILLE POST OFFICE Credit Union,,,,no_match
OMAHA FIREFIGHTERS Credit Union,,,,no_match
POWER CO-OP EMPLOYEES Credit Union,,,,no_match
NEW ENGLAND TEAMSTERS Credit Union,,,,no_match
ARMSTRONG ASSOCIATES Credit Union,,,,no_match
CORNING Credit Union,,,,no_match
TEAMSTERS COUNCIL #37 Credit Union,,,,no_match
MIDWEST COALITION OF LABOR Credit Union,,,,no_match
HEALTH CARE FAMILY Credit Union,,,,no_match
DES MOINES METRO Credit Union,,,,no_match
NORTHERN COLORADO Credit Union,,,,no_match
VIRGINIA EDUCATORS CREDIT UNION Credit Union,,,,no_match
RAILROAD EMPLOYEES Credit Union,,,,no_match
EDUCATIONAL COMMUNITY Credit Union,,,,no_match
DELTA COUNTY Credit Union,,,,no_match
BLAIR COUNTY Credit Union,,,,no_match
POLAM Credit Union,,,,no_match
A.C.P.E. Credit Union,,,,no_match
DAVIESS COUNTY TEACHERS Credit Union,,,,no_match
DILLON Credit Union,,,,no_match
IDAHO UNITED Credit Union,,,,no_match
CLEVELAND-BRADLEY CTY TEACHER Credit Union,,,,no_match
FREESTONE Credit Union,,,,no_match
CHURCHILL COUNTY Credit Union,,,,no_match
NORSTAR Credit Union,,,,no_match
YOUR LEGACY Credit Union,,,,no_match
COCHISE Credit Union,,,,no_match
THORNAPPLE Credit Union,,,,no_match
REDBRAND Credit Union,,,,no_match
CHATTANOOGA FEDERAL EMPLOYEES Credit Union,,,,no_match
NEW YORK UNIVERSITY Credit Union,,,,no_match
HEREFORD TEXAS Credit Union,,,,no_match
DYNAMIC Credit Union,,,,no_match
LAN-FAIR Credit Union,,,,no_match
FIRST PRIORITY Credit Union,,,,no_match
ALBRIGHT Credit Union,,,,no_match
EP Credit Union,,,,no_match
GREATER PITTSBURGH Credit Union,,,,no_match
HOBOKEN SCHOOL EMPLOYEES Credit Union,,,,no_match
NEW YORK TIMES EMPLOYEES Credit Union,,,,no_match
OLIVE VIEW EMPLOYEES Credit Union,,,,no_match
MAPLE Credit Union,,,,no_match
LA PORTE COMMUNITY Credit Union,,,,no_match
TEXAS PLAINS Credit Union,,,,no_match
INTEGRITY Credit Union,,,,no_match
MIDWEST REGIONAL Credit Union,,,,no_match
EDUCATION PERSONNEL Credit Union,,,,no_match
ALTAMAHA Credit Union,,,,no_match
SCOTT AND WHITE EMPLOYEES Credit Union,,,,no_match
BENTON COUNTY SCHOOLS Credit Union,,,,no_match
EVER $ GREEN Credit Union,,,,no_match
LANIER Credit Union,,,,no_match
BETHLEHEM 1ST Credit Union,,,,no_match
STONEHAM MUNICIPAL EMPLOYEES Credit Union,,,,no_match
AVISTA CORP. Credit Union,,,,no_match
PROFESSIONAL FIRE FIGHTERS Credit Union,,,,no_match
M. C. T. Credit Union,,,,no_match
ALCOA COMMUNITY Credit Union,,,,no_match
PATHFINDER Credit Union,,,,no_match
BROKAW Credit Union,,,,no_match
GALAXY Credit Union,,,,no_match
LENNOX EMPLOYEES Credit Union,,,,no_match
167TH TFR Credit Union,,,,no_match
FRIENDLY Credit Union,,,,no_match
BEACON COMMUNITY Credit Union,,,,no_match
CAPITAL AREA Credit Union,,,,no_match
STAR OF TEXAS Credit Union,,,,no_match
CREDIT UNION OF RICHMOND INCORPORAT Credit Union,,,,no_match
GREATER NIAGARA Credit Union,,,,no_match
MIDDLE TENNESSEE Credit Union,,,,no_match
HURRICANE CREEK Credit Union,,,,no_match
LATITUDE 32 Credit Union,,,,no_match
FLORENCE Credit Union,,,,no_match
COPPER BASIN Credit Union,,,,no_match
AFFINITY FIRST Credit Union,,,,no_match
TRU Credit Union,,,,no_match
SYCAMORE Credit Union,,,,no_match
TAHQUAMENON AREA Credit Union,,,,no_match
LOCO Credit Union,,,,no_match
EMBARRASS VERMILLION Credit Union,,,,no_match
WEST TEXAS Credit Union,,,,no_match
ROCKET CITY Credit Union,,,,no_match
GALE Credit Union,,,,no_match
GP LOUISIANA Credit Union,,,,no_match
MORTON LANE Credit Union,,,,no_match
NEW HAMPSHIRE POSTAL Credit Union,,,,no_match
COMMUNITY FOCUS Credit Union,,,,no_match
NEIGHBORS UNITED Credit Union,,,,no_match
SPOKANE CITY Credit Union,,,,no_match
ROLLING F Credit Union,,,,no_match
DESTINATIONS CREDIT UNION Credit Union,,,,no_match
BANNER Credit Union,,,,no_match
PARISHIONERS Credit Union,,,,no_match
ELECTEL COOPERATIVE Credit Union,,,,no_match
DOCHES Credit Union,,,,no_match
EAGLE EXPRESS Credit Union,,,,no_match
ONE VISION Credit Union,,,,no_match
GREAT FALLS REGIONAL Credit Union,,,,no_match
PERFECT CIRCLE Credit Union,,,,no_match
FORT BILLINGS Credit Union,,,,no_match
NEW JERSEY LAW AND PUBLIC SAFETY Credit Union,,,,no_match
MOLINE MUNICIPAL Credit Union,,,,no_match
THE BRIDGEWAY Credit Union,,,,no_match
SOUTH BEND FIREFIGHTERS Credit Union,,,,no_match
SUPERIOR CREDIT UNION Credit Union,,,,no_match
PALMETTO FIRST Credit Union,,,,no_match
PINE Credit Union,,,,no_match
HEALTHCARE FINANCIAL Credit Union,,,,no_match
RIVER VALLEY COMMUNITY Credit Union,,,,no_match
FEDERATED EMPLOYEES Credit Union,,,,no_match
ONE DETROIT Credit Union,,,,no_match
WVU EMPLOYEES Credit Union,,,,no_match
UNITED EMPLOYEES Credit Union,,,,no_match
DELTA SCHOOLS Credit Union,,,,no_match
MILL TOWN Credit Union,,,,no_match
FIVE STAR OF MARYLAND Credit Union,,,,no_match
C C S E Credit Union,,,,no_match
ATLANTIC CITY ELECTRIC CO EMP Credit Union,,,,no_match
FINANCIAL SECURITY Credit Union,,,,no_match
DFCU TULSA Credit Union,,,,no_match
FOCUS Credit Union,,,,no_match
LINCOLN PARK COMMUNITY Credit Union,,,,no_match
MOHAVE COMMUNITY Credit Union,,,,no_match
LA JOYA AREA Credit Union,,,,no_match
KAUAI OHANA Credit Union,,,,no_match
BARAGA COUNTY Credit Union,,,,no_match
MILLARD COUNTY Credit Union,,,,no_match
LOUDOUN CREDIT UNION Credit Union,,,,no_match
POST OFFICE EMPLOYEES Credit Union,,,,no_match
KINGS PEAK Credit Union,,,,no_match
EDUCATION 1ST Credit Union,,,,no_match
RIMROCK Credit Union,,,,no_match
LM Credit Union,,,,no_match
CALCASIEU TEACHERS AND EMPLOYEES Credit Union,,,,no_match
COSDEN Credit Union,,,,no_match
EDDY Credit Union,,,,no_match
PITNEY BOWES EMPLOYEES Credit Union,,,,no_match
VISION FINANCIAL Credit Union,,,,no_match
UNIVERSITY OF LOUISIANA Credit Union,,,,no_match
ALCO Credit Union,,,,no_match
MERHO Credit Union,,,,no_match
TOPMARK Credit Union,,,,no_match
AMERICAN LAKE Credit Union,,,,no_match
TOLEDO METRO Credit Union,,,,no_match
FIRST PIONEERS Credit Union,,,,no_match
SUMMIT Credit Union,,,,no_match
SAN JUAN MOUNTAINS Credit Union,,,,no_match
SACRED HEART PARISH HALLETTSVILLE Credit Union,,,,no_match
SECURED ADVANTAGE Credit Union,,,,no_match
PITTSBURGH CITY HALL EMPLOYEES Credit Union,,,,no_match
GREEN RIVER AREA Credit Union,,,,no_match
SELECT Credit Union,,,,no_match
REMINGTON Credit Union,,,,no_match
MORRISONS COVE 1ST Credit Union,,,,no_match
MOUNTAIN VALLEY Credit Union,,,,no_match
BIG SPRING EDUCATION EMPLOYEES Credit Union,,,,no_match
MOHAWK VALLEY Credit Union,,,,no_match
ACCLAIM Credit Union,,,,no_match
NORDSTROM Credit Union,,,,no_match
METCO Credit Union,,,,no_match
YONKERS TEACHERS Credit Union,,,,no_match
FARGO PUBLIC SCHOOLS Credit Union,,,,no_match
BATON ROUGE CITY PARISH EMP Credit Union,,,,no_match
MOKELUMNE Credit Union,,,,no_match
ARK VALLEY Credit Union,,,,no_match
NEW CENTURY Credit Union,,,,no_match
FIRST STREET Credit Union,,,,no_match
FINANCIAL PARTNERS Credit Union,,,,no_match
NOTRE DAME COMMUNITY Credit Union,,,,no_match
TLCU FINANCIAL Credit Union,,,,no_match
RIVERSIDE COMMUNITY Credit Union,,,,no_match
PRIORITY Credit Union,,,,no_match
GRATIOT COMMUNITY Credit Union,,,,no_match
STRIP STEEL COMMUNITY Credit Union,,,,no_match
MY Credit Union,,,,no_match
SHARE ADVANTAGE Credit Union,,,,no_match
UNITED NORTHWEST Credit Union,,,,no_match
EDUCATIONAL AND GOVERNMENTAL Credit Union,,,,no_match
PENNSTAR Credit Union,,,,no_match
VERITAS Credit Union,,,,no_match
LIFETIME Credit Union,,,,no_match
FRATERNAL ORDER OF POLICE Credit Union,,,,no_match
UNITED TRADES Credit Union,,,,no_match
NEWPORT NEWS MUN. EMP CREDIT UNION Credit Union,,,,no_match
GREATER EASTERN Credit Union,,,,no_match
BLUE MOUNTAIN Credit Union,,,,no_match
OSWEGO TEACHERS EMPLOYEES Credit Union,,,,no_match
BROOKLYN COOPERATIVE Credit Union,,,,no_match
UNIVERSITY OF SOUTH ALABAMA Credit Union,,,,no_match
TOTAL CHOICE Credit Union,,,,no_match
JACOM Credit Union,,,,no_match
HUNTINGTON BEACH Credit Union,,,,no_match
HEALTHNET Credit Union,,,,no_match
KUE Credit Union,,,,no_match
RESOURCE Credit Union,,,,no_match
EVERGLADES Credit Union,,,,no_match
VAN CORTLANDT COOPERATIVE Credit Union,,,,no_match
FELLOWSHIP Credit Union,,,,no_match
CITY PUBLIC SERVICE/IBEW Credit Union,,,,no_match
OLYMPIA Credit Union,,,,no_match
TOLEDO POLICE Credit Union,,,,no_match
FEDTRUST Credit Union,,,,no_match
SPIRIT OF AMERICA Credit Union,,,,no_match
LANCASTER RED ROSE Credit Union,,,,no_match
WYOMING VALLEY EDUCATIONAL EMPL Credit Union,,,,no_match
ROCKLAND EMPLOYEES Credit Union,,,,no_match
ACME CONTINENTAL Credit Union,,,,no_match
JOPLIN METRO Credit Union,,,,no_match
EMPOWER BLUE Credit Union,,,,no_match
SEVENFOLD Credit Union,,,,no_match
CHARLOTTE FIRE DEPARTMENT Credit Union,,,,no_match
GALESBURG BURLINGTON Credit Union,,,,no_match
L. A. ELECTRICAL WORKERS CREDIT UN. Credit Union,,,,no_match
CUTTING EDGE Credit Union,,,,no_match
BAPTIST Credit Union,,,,no_match
CENTRAL WISCONSIN Credit Union,,,,no_match
SCHOOLSFIRST Credit Union,,,,no_match
AMERICA FIRST Credit Union,,,,no_match
MOUNTAIN AMERICA Credit Union,,,,no_match
THE GOLDEN 1 Credit Union,,,,no_match
RANDOLPH-BROOKS Credit Union,,,,no_match
SECURITY SERVICE Credit Union,,,,no_match
FOURLEAF Credit Union,,,,no_match
GREENSTATE Credit Union,,,,no_match
TEACHERS Credit Union,,,,no_match
EASTMAN Credit Union,,,,no_match
ENT Credit Union,,,,no_match
REDWOOD Credit Union,,,,no_match
ONPOINT COMMUNITY Credit Union,,,,no_match
PATELCO Credit Union,,,,no_match
BROADVIEW Credit Union,,,,no_match
PENNSYLVANIA STATE EMPLOYEES Credit Union,,,,no_match
STAR ONE Credit Union,,,,no_match
BELLCO Credit Union,,,,no_match
VERIDIAN Credit Union,,,,no_match
CITIZENS EQUITY FIRST Credit Union,,,,no_match
HUDSON VALLEY Credit Union,,,,no_match
VIRGINIA Credit Union,,,,no_match
BANK FUND STAFF Credit Union,,,,no_match
CITADEL Credit Union,,,,no_match
BAXTER Credit Union,,,,no_match
UNIVERSITY OF WISCONSIN Credit Union,,,,no_match
TINKER Credit Union,,,,no_match
NASA Credit Union,,,,no_match
TRUSTONE FINANCIAL Credit Union,,,,no_match
LANGLEY Credit Union,,,,no_match
COMMUNITYAMERICA Credit Union,,,,no_match
APPLE Credit Union,,,,no_match
TRULIANT Credit Union,,,,no_match
EDUCATIONAL EMPLOYEES Credit Union,,,,no_match
STATE FARM Credit Union,,,,no_match
WASHINGTON STATE EMPLOYEES Credit Union,,,,no_match
KEESLER Credit Union,,,,no_match
CHEVRON Credit Union,,,,no_match
KNOXVILLE TVA EMPLOYEES Credit Union,,,,no_match
TEXAS DOW EMPLOYEES Credit Union,,,,no_match
CANVAS Credit Union,,,,no_match
NUSENDA Credit Union,,,,no_match
TOWER Credit Union,,,,no_match
MUNICIPAL Credit Union,,,,no_match
RALLY Credit Union,,,,no_match
ASCEND Credit Union,,,,no_match
ORNL Credit Union,,,,no_match
TECHNOLOGY Credit Union,,,,no_match
SUNWARD Credit Union,,,,no_match
JOVIA FINANCIAL Credit Union,,,,no_match
GECU Credit Union,,,,no_match
SAFE Credit Union,,,,no_match
PEAK Credit Union,,,,no_match
UNIVERSITY Credit Union,,,,no_match
NUMERICA Credit Union,,,,no_match
MICHIGAN SCHOOLS AND GOVERNMENT Credit Union,,,,no_match
CONNEXUS Credit Union,,,,no_match
COVANTAGE Credit Union,,,,no_match
VALLEY STRONG Credit Union,,,,no_match
GOLDENWEST Credit Union,,,,no_match
ROGUE Credit Union,,,,no_match
GROW FINANCIAL Credit Union,,,,no_match
CAMPUS USA Credit Union,,,,no_match
ARIZONA FINANCIAL Credit Union,,,,no_match
CREDIT UNION OF SOUTHERN CALIFORNIA Credit Union,,,,no_match
PROVIDENT Credit Union,,,,no_match
ALL IN Credit Union,,,,no_match
DUPACO COMMUNITY Credit Union,,,,no_match
SOUTHERN ENERGY Credit Union,,,,no_match
TRUMARK FINANCIAL Credit Union,,,,no_match
INDIANA MEMBERS Credit Union,,,,no_match
UNIFY FINANCIAL Credit Union,,,,no_match
CALIFORNIA COAST Credit Union,,,,no_match
PREMIER AMERICA Credit Union,,,,no_match
USALLIANCE Credit Union,,,,no_match
RIVERMARK COMMUNITY Credit Union,,,,no_match
WHATCOM EDUCATIONAL Credit Union,,,,no_match
EASTRISE Credit Union,,,,no_match
ACHIEVA CREDIT UNION Credit Union,,,,no_match
TENNESSEE VALLEY Credit Union,,,,no_match
HARBORSTONE Credit Union,,,,no_match
STATE DEPARTMENT Credit Union,,,,no_match
SELCO COMMUNITY Credit Union,,,,no_match
FIRST COMMUNITY Credit Union,,,,no_match
OREGON STATE Credit Union,,,,no_match
ARKANSAS Credit Union,,,,no_match
CAPITAL Credit Union,,,,no_match
THREE RIVERS Credit Union,,,,no_match
BAYPORT Credit Union,,,,no_match
CREDIT UNION OF TEXAS Credit Union,,,,no_match
JSC Credit Union,,,,no_match
PEN AIR Credit Union,,,,no_match
PARTNERS Credit Union,,,,no_match
ARROWHEAD Credit Union,,,,no_match
TTCU Credit Union,,,,no_match
HUGHES Credit Union,,,,no_match
"CREDIT UNION OF COLORADO, A Credit Union",,,,no_match
ABOUND Credit Union,,,,no_match
AMERICAN EAGLE FINANCIAL Credit Union,,,,no_match
A+ Credit Union,,,,no_match
FLORIDA Credit Union,,,,no_match
ABERDEEN PROVING GROUND Credit Union,,,,no_match
SOUTH CAROLINA Credit Union,,,,no_match
COLUMBIA COMMUNITY Credit Union,,,,no_match
DOW Credit Union,,,,no_match
WORKERS Credit Union,,,,no_match
ELEMENTS FINANCIAL Credit Union,,,,no_match
KITSAP Credit Union,,,,no_match
L & N Credit Union,,,,no_match
ALLEGACY Credit Union,,,,no_match
FIREFIGHTERS FIRST Credit Union,,,,no_match
